Index,U.sw_419051,C.sw_419051,E.sw_419051,Q.sw_419051,Qq.sw_419051,Qs.sw_419051,Qd.sw_419051,G.gw_shallow,G.gw_deep,Uq.sw_419051,Us.sw_419051,Ud.sw_419051,R.gw_shallow,R.gw_deep,Gf.GwFlow,swE.sw_419051,S.gw_shallow,S.gw_deep,Glevel.gw_shallow.GW030130_1,Glevel.gw_shallow.GW030131_1,Glevel.gw_shallow.GW030132_2,Glevel.gw_shallow.GW036186_1,Glevel.gw_shallow.GW036187_1,Glevel.gw_deep.GW030129_1,Glevel.gw_deep.GW030130_2,Glevel.gw_deep.GW030133_1,Glevel.gw_deep.GW030134_1
1970-12-23,62.2428058466,340077.082999784,2068.1208797893,50.9109952772,40.8969340715,0,12.5845525223,3669.6062506711,0,62.2428058466,0,47.6548263302,32.2883873824,0,0,0,3669.6062506711,-8306.1052367487,-4.982136477,-5.0803508088,-5.5869808011,-8.0747723411,-7.2135076812,0,0,0,0
1970-12-24,15.1561315738,341691.761466659,2455.1996003329,42.6119425626,31.979559154,0,12.642391762,3686.4719465442,0,15.1561315738,0,11.4027349684,29.508087635,0,0,0,3686.4719465442,-8318.7476285106,-4.9805573532,-5.0784721938,-5.5840740549,-8.065584,-7.207393217,0,0,0,0
1970-12-25,10.8206300579,343081.011819714,2209.8897069423,35.7903997291,24.6494806291,0,12.6902106875,3700.4157580451,0,10.8206300579,0,11.0800160542,26.6340221884,0,0,0,3700.4157580451,-8331.4378391981,-4.9792518034,-5.0769190379,-5.5816708857,-8.0579874859,-7.2023380484,0,0,0,0
1970-12-26,0.3815996004,344835.042860344,1802.0840032015,27.9479571099,16.2423692501,0,12.7264680325,3710.9882579047,0,0.3815996004,0,0.6454378284,23.2989678921,0,0,0,3710.9882579047,-8344.1643072306,-4.9782619073,-5.0757414015,-5.5798487508,-8.0522276444,-7.1985051101,0,0,0,0
1970-12-27,312.3107050085,333335.506025471,2072.7269493101,124.1368512258,118.8091929292,0,12.795161807,3731.0190936273,0,312.3107050085,0,185.025510808,32.8259975296,0,0,0,3731.0190936273,-8356.9594690376,-4.9763864335,-5.0735102318,-5.5763965034,-8.041314952,-7.1912431609,0,0,0,0
1970-12-28,61.085027747,334260.875475832,2462.6249742774,105.4658317977,98.8118357072,0,12.8646075071,3751.2691879279,0,61.085027747,0,21.2994483372,33.1147018077,0,0,0,3751.2691879279,-8369.8240765448,-4.9744904306,-5.0712546395,-5.5729064675,-8.0302828086,-7.183901722,0,0,0,0
1970-12-29,614.622482211,324393.113016972,1755.414434286,273.0516801409,277.5038917025,0,12.9897155682,3787.7502087865,0,614.622482211,0,163.0806246424,49.4707364269,0,0,0,3787.7502087865,-8382.813792113,-4.971074737,-5.0671911371,-5.5666190858,-8.0104081431,-7.1706759472,0,0,0,0
1970-12-30,1401.2013136999,311542.055565058,2409.2306214173,638.1062396765,666.7858966674,0,13.2297769616,3857.7511713242,0,1401.2013136999,0,222.0306129696,83.2307394992,0,0,0,3857.7511713242,-8396.0435690746,-4.9645205935,-5.0593939573,-5.5545546544,-7.9722719922,-7.1452979028,0,0,0,0
1970-12-31,4.7990410566,314167.246985645,2668.8269417018,423.3939753879,437.454080675,0,13.4351566746,3917.6390916438,0,4.7990410566,0,0.6454378284,73.3230769943,0,0,0,3917.6390916438,-8409.4787257493,-4.9589133275,-5.0527232364,-5.544233172,-7.9396453728,-7.1235862256,0,0,0,0
1971-01-01,4.4313488185,316921.304093284,2798.0603209921,282.9871681124,287.4422056341,0,13.6115415592,3969.0722334943,0,4.4313488185,0,0.6454378284,65.0446834097,0,0,0,3969.0722334943,-8423.0902673085,-4.9540976767,-5.0469942658,-5.5353688424,-7.9116248715,-7.1049397312,0,0,0,0
1971-01-02,0,319815.26042621,2893.9563329254,189.8179202238,187.8637284299,0,13.7619738092,4012.9376886822,0,0,0,0,57.6274289971,0,0,0,4012.9376886822,-8436.8522411177,-4.9499905833,-5.0421082353,-5.5278087781,-7.8877272055,-7.0890368146,0,0,0,0
1971-01-03,0,322658.363883473,2843.1034572634,128.9537554726,122.782179401,0,13.8887933431,4049.9177683061,0,0,0,0,50.868872967,0,0,0,4049.9177683061,-8450.7410344607,-4.9465281631,-5.0379891444,-5.5214353853,-7.8675806555,-7.0756301118,0,0,0,0
1971-01-04,0,325188.489724152,2530.1258406791,89.1968231705,80.2468028525,0,13.9937653954,4080.5272078358,0,0,0,0,44.6032049251,0,0,0,4080.5272078358,-8464.7347998562,-4.9436622217,-5.0345796583,-5.516159951,-7.8509047961,-7.0645330113,0,0,0,0
1971-01-05,0,327838.227150276,2649.7374261238,63.2289115528,52.4469381426,0,14.0784160931,4105.2110198915,0,0,0,0,38.7622281488,0,0,0,4105.2110198915,-8478.8132159493,-4.9413510928,-5.0318302087,-5.5119057787,-7.837457187,-7.055584179,0,0,0,0
1971-01-06,0,330409.724571696,2571.4974214201,46.26750541,34.277768369,0,14.1441945313,4124.3917549839,0,0,0,0,33.3249296237,0,0,0,4124.3917549839,-8492.9574104806,-4.9395552134,-5.0296937289,-5.5086000433,-7.8270076249,-7.0486304239,0,0,0,0
1971-01-07,0,333060.793481313,2651.0689096167,35.1873841072,22.4029361097,0,14.1925377246,4138.4884408808,0,0,0,0,28.2892236215,0,0,0,4138.4884408808,-8507.1499482052,-4.9382353501,-5.0281235449,-5.5061705267,-7.8193278256,-7.0435198325,0,0,0,0
1971-01-08,0,335782.475072132,2721.6815908199,27.9464952911,14.6418967808,0,14.2248843308,4147.9205846426,0,0,0,0,23.6570280927,0,0,0,4147.9205846426,-8521.374832536,-4.9373522248,-5.027072929,-5.5045449283,-7.814189244,-7.0401003172,0,0,0,0
1971-01-09,5.8928478156,338436.48120352,2849.9239592866,25.1245890773,11.6109675858,0,14.2434045922,4153.3210203501,0,5.8928478156,0,2.689324285,19.6438402997,0,0,0,4153.3210203501,-8535.6182371282,-4.9368465856,-5.026471392,-5.5036141813,-7.8112471155,-7.0381424513,0,0,0,0
1971-01-10,2.5927649107,341380.959745289,3062.9721822874,22.2025470163,8.4867955891,0,14.2491712265,4155.0025483402,0,2.5927649107,0,1.613594571,15.9306992166,0,0,0,4155.0025483402,-8549.8674083547,-4.9366891452,-5.0262840921,-5.5033243756,-7.810331028,-7.0375328326,0,0,0,0
1971-01-11,19.6129464072,342879.033896657,2818.484091709,25.8121881485,12.3412231363,0,14.2466467993,4154.2664352423,0,19.6129464072,0,17.8571132524,13.5105337014,0,0,0,4154.2664352423,-8564.114055154,-4.936758067,-5.0263660853,-5.5034512422,-7.8107320585,-7.037799702,0,0,0,0
1971-01-12,20.8501328314,343774.638049831,2755.6295180057,28.5667358254,15.2889609893,0,14.2387305252,4151.9580806978,0,20.8501328314,0,25.0645023362,11.9303759806,0,0,0,4151.9580806978,-8578.3527856792,-4.9369741967,-5.0266232054,-5.5038490794,-7.8119896377,-7.0386365694,0,0,0,0
1971-01-13,9.13224962,345276.077382116,2703.1711369553,26.5547953734,13.1560941704,0,14.2256000058,4148.1292726548,0,9.13224962,0,16.13594571,10.3967919628,0,0,0,4148.1292726548,-8592.578385685,-4.9373326854,-5.0270496839,-5.5045089616,-7.8140755519,-7.0400246597,0,0,0,0
1971-01-14,3.1580637764,346718.933000974,2497.1854958284,23.2910333643,9.6924808869,0,14.2077531063,4142.9251866145,0,3.1580637764,0,14.0920592534,9.003667066,0,0,0,4142.9251866145,-8606.7861387912,-4.9378199405,-5.0276293502,-5.5054058684,-7.8169107102,-7.0419113413,0,0,0,0
1971-01-15,0,348700.701323831,2328.8826850861,20.1213744684,6.3347189851,0,14.1848110055,4136.2353598598,0,0,0,4.6256377702,7.4949842508,0,0,0,4136.2353598598,-8620.9709497968,-4.9384463046,-5.0283745082,-5.5065588376,-7.8205552921,-7.0443366611,0,0,0,0
1971-01-16,0,349339.601282905,2374.4717702238,18.0389469616,4.140185066,0,14.158984575,4128.7044738036,0,0,0,23.128188851,6.6280985188,0,0,0,4128.7044738036,-8635.1299343717,-4.9391514164,-5.0292133492,-5.5078567606,-7.8246580787,-7.0470668973,0,0,0,0
1971-01-17,0,351169.69546327,2387.0916453383,16.6658966411,2.7059025698,0,14.130067922,4120.2724909921,0,0,0,7.4225350266,5.6980851105,0,0,0,4120.2724909921,-8649.2600022937,-4.9399408973,-5.0301525603,-5.5093099846,-7.8292517779,-7.0501238158,0,0,0,0
1971-01-18,179.714502717,336971.269355581,2218.7693603954,74.1380326041,64.0269142696,0,14.1353962147,4121.8262002933,0,179.714502717,0,221.1700291984,15.6891055159,0,0,0,4121.8262002933,-8663.3953985084,-4.9397954246,-5.0299794977,-5.509042208,-7.8284053254,-7.0495605363,0,0,0,0
1971-01-19,218.7420683035,333239.28114484,2410.3422194925,124.4049245554,117.6248172119,0,14.1731693934,4132.840711338,0,218.7420683035,0,84.7675014632,25.1876804381,0,0,0,4132.840711338,-8677.5685679018,-4.9387641432,-5.0287526271,-5.5071438939,-7.8224046785,-7.0455673519,0,0,0,0
1971-01-20,139.3108914206,331777.060526468,1796.9602692473,131.5004964181,125.1375143869,0,14.2282389606,4148.8987815443,0,139.3108914206,0,45.2882209594,30.2863091669,0,0,0,4148.8987815443,-8691.7968068624,-4.9372606368,-5.0269639708,-5.5043763394,-7.8136563276,-7.0397456831,0,0,0,0
1971-01-21,85.8868889294,331947.524493016,2070.3941266546,118.8192611326,111.5399374279,0,14.2899333532,4166.888624912,0,85.8868889294,0,26.4629509644,32.279776721,0,0,0,4166.888624912,-8706.0867402156,-4.9355762598,-5.0249601406,-5.5012758501,-7.8038555569,-7.0332236722,0,0,0,0
1971-01-22,12.4028919336,334008.13667322,2354.9615153577,86.6908119064,77.1959342462,0,14.3468667677,4183.4901857004,0,12.4028919336,0,4.0877729132,30.948427556,0,0,0,4183.4901857004,-8720.4336069833,-4.9340218667,-5.0231109467,-5.4984146268,-7.7948111151,-7.0272049672,0,0,0,0
1971-01-23,1195.3221574702,318329.744358619,2742.2832074266,449.8635375827,464.5479112641,0,14.513814376,4232.17145472,0,1195.3221574702,0,261.402320502,63.1950833956,0,0,0,4232.17145472,-8734.9474213593,-4.929463872,-5.0176884983,-5.4900245732,-7.7682898195,-7.0095561326,0,0,0,0
1971-01-24,810.6854801162,313185.498414738,2940.8831615197,562.4573985547,584.4601973997,0,14.7322253407,4295.859237011,0,810.6854801162,0,118.5454144828,78.4200076316,0,0,0,4295.859237011,-8749.6796466999,-4.9235008273,-5.0105945231,-5.4790481973,-7.7335930555,-6.9864668592,0,0,0,0
1971-01-25,4.5688554881,316145.130110618,3003.4974025634,374.378707062,383.5686942049,0,14.9184214727,4350.1533002213,0,4.5688554881,0,0.6454378284,69.212484683,0,0,0,4350.1533002213,-8764.5980681727,-4.9184173104,-5.0045468838,-5.4696907974,-7.7040139396,-6.9667831706,0,0,0,0
1971-01-26,156.373965092,317529.086088111,3003.5159586932,300.7914580852,304.8617238629,0,15.0911807147,4400.5292188706,0,156.373965092,0,23.666053708,65.467099364,0,0,0,4400.5292188706,-8779.6892488873,-4.9137006467,-4.9989356739,-5.4610086766,-7.6765694079,-6.9485199603,0,0,0,0
1971-01-27,320.1648634895,317204.227883915,3052.1485114132,305.934780086,310.1631838106,0,15.2662549527,4451.5801813106,0,320.1648634895,0,49.2684209012,66.3172173927,0,0,0,4451.5801813106,-8794.95550384,-4.9089207791,-4.993249273,-5.4522102143,-7.6487571159,-6.9300120207,0,0,0,0
1971-01-28,801.8051184333,312100.96320845,2635.5580023603,465.7674668856,480.4824835511,0,15.4847056297,4515.2795435565,0,801.8051184333,0,113.8122037412,79.1840678756,0,0,0,4515.2795435565,-8810.4402094697,-4.9029566503,-4.986154008,-5.4412318427,-7.6140540432,-6.9069185491,0,0,0,0
1971-01-29,7525.2262398935,274518.929289681,2786.4494020215,2753.6937168663,2920.9899727101,0,16.2964640219,4751.9851129151,0,7525.2262398935,0,638.2304393162,253.0020333804,0,0,0,4751.9851129151,-8826.7366734916,-4.8807940656,-4.9597881436,-5.4004364309,-7.485098112,-6.8211036656,0,0,0,0
1971-01-30,11156.2991693799,244704.664934698,2886.9325220215,5428.8569160471,5773.9445250908,0,17.8216065367,5196.7106997744,0,11156.2991693799,0,584.4439536162,462.547193396,0,0,0,5196.7106997744,-8844.5582800283,-4.8391547054,-4.9102516051,-5.3237894661,-7.2428139851,-6.6598735157,0,0,0,0
1971-01-31,8192.1935027472,230198.484951204,3060.7411620215,6215.7498202096,6611.6974575957,0,19.6167878633,5720.178546997,0,8192.1935027472,0,343.2653517374,543.084635086,0,0,0,5720.178546997,-8864.1750678916,-4.7901427597,-4.8519442222,-5.2335715367,-6.9576314948,-6.4700962645,0,0,0,0
1971-02-01,28660.7808796371,190871.198971294,3864.6061220215,13377.6906737685,14250.151755119,0,23.2024244003,6765.7361244792,0,28660.7808796371,0,957.5070184314,1068.7600018825,0,0,0,6765.7361244792,-8887.377492292,-4.6922479007,-4.7354829602,-5.0533731915,-6.3880173051,-6.0910413824,0,0,0,0
1971-02-02,14.4666276847,194951.537372886,4098.1614820215,8758.5955465068,9318.4896012565,0,25.800133494,7523.2179269236,0,14.4666276847,0,0.4302918856,783.2819359383,0,0,0,7523.2179269236,-8913.177625786,-4.6213253844,-4.6511095229,-4.922823741,-5.9753452607,-5.8164250614,0,0,0,0
1971-02-03,1763.1039900071,196928.4473317,4225.8022020215,6307.7635773051,6701.0806783077,0,27.8653197738,8125.4181615152,0,1763.1039900071,0,53.4637667858,630.0655543654,0,0,0,8125.4181615152,-8941.0429455598,-4.5649417778,-4.5840323951,-4.8190365483,-5.6472697859,-5.598104288,0,0,0,0
1971-02-04,4759.14872518,195023.170226521,4168.7712420215,5679.2357030133,6028.338043662,0,29.7962478591,8688.4692321782,0,4759.14872518,0,144.3629276188,592.8473185221,0,0,0,8688.4692321782,-8970.8391934189,-4.5122236814,-4.5213159654,-4.7219965829,-5.3405225667,-5.3939765941,0,0,0,0
1971-02-05,7207.3544075786,189789.223476235,3614.7562020215,6064.0321527119,6436.784165409,0,31.8186031407,9278.1801153777,0,7207.3544075786,0,213.9626401146,621.5294863402,0,0,0,9278.1801153777,-9002.6577965596,-4.4570094445,-4.4556299859,-4.6203618881,-5.0192512239,-5.1801836915,0,0,0,0
1971-02-06,11750.8304801425,180716.441411911,4152.4766820215,7791.6957666539,8277.7268990846,0,34.248091362,9986.6093699608,0,11750.8304801425,0,332.8307735116,742.6773459451,0,0,0,9986.6093699608,-9036.9058879216,-4.3906796856,-4.3767203526,-4.4982664798,-4.6333027458,-4.9233508079,0,0,0,0
1971-02-07,4591.2873696732,179749.620772029,3918.9213220215,6597.0202635881,7000.6352700583,0,36.3952921017,10612.7246999922,0,4591.2873696732,0,126.2906684236,662.510622133,0,0,0,10612.7246999922,-9073.3011800232,-4.3320569246,-4.3069793999,-4.3903576006,-4.2921984546,-4.6963598916,0,0,0,0
1971-02-08,3120.1638399924,179906.881192249,3470.8209220215,5339.0386908354,5656.3252548051,0,38.2299382013,11147.7003205589,0,3120.1638399924,0,85.7356582058,573.2055587681,0,0,0,11147.7003205589,-9111.5311182246,-4.2819675138,-4.2473902035,-4.298156345,-4.0007465909,-4.5024106294,0,0,0,0
1971-02-09,5969.8836254492,177223.623725448,3560.4410020215,5442.6703264044,5764.9511435972,0,40.0631381901,11682.2542608381,0,5969.8836254492,0,162.7579057282,574.6170784692,0,0,0,11682.254260838,-9151.5942564146,-4.2319175847,-4.1878479766,-4.2060277645,-3.7095244563,-4.3086142425,0,0,0,0
1971-02-10,3250.9876358079,177768.561293882,3897.1952420215,4628.1105295436,4894.0398684059,0,41.675308523,12152.35681875,0,3250.9876358079,0,87.9946906052,511.777866435,0,0,0,12152.35681875,-9193.2695649377,-4.1879021955,-4.1354847798,-4.1250071638,-3.4534150909,-4.1381839635,0,0,0,0
1971-02-11,10781.7075687192,170391.144367461,3337.7486820215,6541.6081363776,6933.7020070547,0,43.7094775392,12745.5125406854,0,10781.7075687192,0,286.4668228382,636.8651994746,0,0,0,12745.5125406854,-9236.9790424768,-4.1323654207,-4.0694150909,-4.0227787626,-3.1302670184,-3.9231421742,0,0,0,0
1971-02-12,7808.3411766098,166789.263256668,3669.0714020215,6827.6483592574,7236.7028708816,0,45.793322616,13353.1536074622,0,7808.3411766098,0,200.9463105752,653.4343893929,0,0,0,13353.1536074622,-9282.7723650929,-4.0754723926,-4.0017319264,-3.9180538608,-2.7992274072,-3.7028488897,0,0,0,0
1971-02-13,3933.699657066,167159.1186451,3959.6577220215,5757.1232389345,6092.4449164633,0,47.6062144856,13881.7857796938,0,3933.699657066,0,100.2580093448,576.2383867172,0,0,0,13881.7857796938,-9330.3785795785,-4.0259769147,-3.942849306,-3.8269458772,-2.5112314203,-3.5111993717,0,0,0,0
1971-02-14,25.0217512175,170997.596196167,3861.8903620215,3788.6213434494,3990.5101709521,0,48.9263491262,14266.7318729546,0,25.0217512175,0,0.6454378284,433.8724423869,0,0,0,14266.7318729546,-9379.3049287047,-3.9899346685,-3.8999714112,-3.7606017079,-2.3015148426,-3.3716415902,0,0,0,0
1971-02-15,16.3223755534,174786.488265628,3804.8594020215,2499.3541538995,2613.7340363677,0,49.9009076836,14550.9093331719,0,16.3223755534,0,0.4302918856,334.0783679009,0,0,0,14550.9093331719,-9429.2058363883,-3.9633273224,-3.8683178071,-3.7116246748,-2.1466964784,-3.2686163183,0,0,0,0
1971-02-16,0,178767.872067649,3981.3838020215,1651.5170978021,1708.2593007278,0,50.6268651596,14762.5956912837,0,0,0,0,262.3132232715,0,0,0,14762.5956912837,-9479.8327015479,-3.9435072698,-3.8447387513,-3.6751412403,-2.03137088,-3.1918718623,0,0,0,0
1971-02-17,15.5968064127,182558.754327969,3807.5751620215,1102.5297996376,1121.8709753504,0,51.1716797325,14921.4614879408,0,15.5968064127,0,0.4302918856,210.0374763896,0,0,0,14921.4614879407,-9531.0043812804,-3.9286327711,-3.8270432063,-3.6477612525,-1.9448216416,-3.1342768937,0,0,0,0
1971-02-18,45.7332448517,186228.289290499,3720.6708420215,753.5665167676,749.0650534481,0,51.582381708,15041.2205762239,0,45.7332448517,0,1.2908756568,171.3414699911,0,0,0,15041.2205762239,-9582.5867629884,-3.9174198075,-3.8137036305,-3.6271211749,-1.8795775293,-3.0908596128,0,0,0,0
1971-02-19,48.4314928533,190066.258714002,3894.4794820215,526.4090831646,506.3448764014,0,51.8894557086,15130.7621526828,0,48.4314928533,0,1.3984486282,141.4310321675,0,0,0,15130.7621526828,-9634.476218697,-3.9090360894,-3.8037298852,-3.6116889843,-1.8307957562,-3.0583973434,0,0,0,0
1971-02-20,32.7213602823,194056.595713048,4030.2674820215,372.8683117717,342.2676894789,0,52.1131425755,15195.988367408,0,32.7213602823,0,0.9681567426,117.3393573007,0,0,0,15195.988367408,-9686.5893612725,-3.9029290024,-3.7964645491,-3.6004474647,-1.7952608624,-3.034750329,0,0,0,0
1971-02-21,77.9514445241,197930.190284965,3973.2365220215,287.2164725348,250.7007286881,0,52.2730141839,15242.6063025702,0,77.9514445241,0,2.3666053708,98.8909493461,0,0,0,15242.6063025702,-9738.8623754564,-3.8985641962,-3.7912719287,-3.5924130198,-1.76986366,-3.0178495324,0,0,0,0
1971-02-22,13.8074765366,201711.135935408,3799.4278820215,210.4097965579,168.6339032643,0,52.3750248384,15272.3522100741,0,13.8074765366,0,0.4302918856,82.1209323423,0,0,0,15272.3522100741,-9791.2374002948,-3.8957791067,-3.7879586287,-3.5872864123,-1.7536582483,-3.0070654956,0,0,0,0
1971-02-23,0,205692.51973743,3981.3838020215,155.7150398589,110.2141341319,0,52.4281847804,15287.8534410569,0,0,0,0,67.9294157632,0,0,0,15287.8534410569,-9843.6655850752,-3.8943277368,-3.7862319969,-3.5846148271,-1.7452132604,-3.0014457024,0,0,0,0
1971-02-24,0,209138.898819451,3446.3790820215,119.9459271248,72.0326999927,0,52.4406919418,15291.500480371,0,0,0,0,56.0877312559,0,0,0,15291.500480371,-9896.106277017,-3.8939862669,-3.7858257651,-3.5839862721,-1.7432263728,-3.0001235103,0,0,0,0
1971-02-25,38.2879756802,212657.05323281,3576.7355620215,108.9718766767,60.3425299521,0,52.4220503288,15286.0646589942,0,38.2879756802,0,1.2908756568,46.9862289521,0,0,0,15286.0646589942,-9948.5283273458,-3.8944952192,-3.7864312436,-3.5849231177,-1.7461877793,-3.0020942048,0,0,0,0
1971-02-26,18.6491731019,216309.918045761,3682.6502020215,95.3889556409,45.8987186283,0,52.3751050436,15272.3755976142,0,18.6491731019,0,0.6454378284,38.6860436636,0,0,0,15272.3755976142,-10000.9034323895,-3.8957769169,-3.7879560236,-3.5872823815,-1.7536455069,-3.0070570167,0,0,0,0
1971-02-27,0,220131.072007783,3821.1539620215,80.4152110233,29.9980456685,0,52.3026298193,15251.2421059269,0,0,0,0,31.169138132,0,0,0,15251.2421059269,-10053.2060622088,-3.8977556317,-3.7903100146,-3.590924668,-1.7651589204,-3.0147187212,0,0,0,0
1971-02-28,35.2089973777,223936.733762839,3867.3218820215,82.0157415425,31.8032733832,0,52.2113964389,15224.6388093414,0,35.2089973777,0,1.2908756568,25.6080998534,0,0,0,15224.6388093414,-10105.4174586477,-3.9002464806,-3.7932732694,-3.595509657,-1.7796522545,-3.0243634406,0,0,0,0
1971-03-01,11.3790498352,227685.377626581,3769.5545220215,75.2755426941,24.7277185791,0,52.1020331854,15192.7489127464,0,11.3790498352,0,0.4302918856,20.2121365904,0,0,0,15192.7489127464,-10157.5194918331,-3.9032323103,-3.7968253814,-3.6010057739,-1.7970257,-3.035924756,0,0,0,0
1971-03-02,0,231577.141348603,3891.7637220215,67.1219671869,16.1613058791,0,51.9764464116,15156.1283011547,0,0,0,0,15.35583482,0,0,0,15156.1283011547,-10209.4959382448,-3.9066610738,-3.8009044323,-3.6073172136,-1.8169764138,-3.0492011379,0,0,0,0
1971-03-03,10.6656074738,235330.503289983,3774.9860420215,65.1994192834,14.2574334914,0,51.838106976,15115.7890632915,0,10.6656074738,0,0.4302918856,11.4988691129,0,0,0,15115.7890632915,-10261.3340452208,-3.9104380098,-3.805397689,-3.614269546,-1.8389530154,-3.0638256649,0,0,0,0
1971-03-04,25.7916668622,238971.799688581,3696.2290020215,68.7961121187,18.2532328983,0,51.690148025,15072.6448123794,0,25.7916668622,0,1.075729714,8.5458971129,0,0,0,15072.6448123794,-10313.0241932458,-3.9144775772,-3.810203387,-3.6217053131,-1.8624577731,-3.0794671172,0,0,0,0
1971-03-05,0,242404.599970603,3432.8002820215,62.7117987059,11.9297734326,0,51.5318462492,15026.484634273,0,0,0,0,5.3716681428,0,0,0,15026.484634273,-10364.556039495,-3.9187995239,-3.8153450192,-3.6296608651,-1.8876055918,-3.0962019592,0,0,0,0
1971-03-06,0,245853.694812624,3449.0948420215,58.6718848405,7.7969472556,0,51.3649984091,14977.8324572366,0,0,0,0,2.7128213727,0,0,0,14977.8324572366,-10415.9210379041,-3.9233547948,-3.8207642272,-3.6380459048,-1.9141110383,-3.1138402467,0,0,0,0
1971-03-07,37.3428542248,249444.529036413,3682.6502020215,68.0931744959,18.0325228459,0,51.1940481855,14927.9840412624,0,37.3428542248,0,1.7211675424,1.3456322112,0,0,0,14927.9840412624,-10467.1150860896,-3.9280220688,-3.8263166803,-3.6466371123,-1.9412681893,-3.131912217,0,0,0,0
1971-03-08,0,253135.326518434,3690.7974820215,62.0611610202,11.7855238668,0,51.0163916243,14876.1800834985,0,0,0,0,-0.7875661396,0,0,0,14876.1800834985,-10518.1314777139,-3.9328724388,-3.8320869549,-3.6555653509,-1.9694907091,-3.1506931464,0,0,0,0
1971-03-09,0,256929.322880456,3793.9963620215,58.0518652536,7.7026700036,0,50.8333304745,14822.8001688454,0,0,0,0,-2.5465841786,0,0,0,14822.8001688454,-10568.9648081884,-3.9378703646,-3.8380327702,-3.6647652003,-1.9985718018,-3.170045421,0,0,0,0
1971-03-10,0,260799.360522477,3870.0376420215,55.3637223068,5.0342374132,0,50.6459013646,14768.1465741287,0,0,0,0,-4.0076933521,0,0,0,14768.1465741287,-10619.610709553,-3.9429875443,-3.8441204565,-3.6741845642,-2.0283467886,-3.1898594535,0,0,0,0
1971-03-11,0,264598.788404499,3799.4278820215,53.5383701756,3.2902287546,0,50.4549418729,14712.4635338872,0,0,0,0,-5.2280983686,0,0,0,14712.4635338872,-10670.0656514258,-3.9482011102,-3.8503228095,-3.6837813496,-2.0586826119,-3.2100466998,0,0,0,0
1971-03-12,7.5821277526,268473.991826158,3899.9110020215,54.7385662058,4.7770694417,0,50.2617494798,14656.1293883671,0,7.5821277526,0,0.4302918856,-6.0723960403,0,0,0,14656.1293883671,-10720.3274009057,-3.9534756387,-3.856597687,-3.6934903508,-2.0893731538,-3.2304699967,0,0,0,0
1971-03-13,0,272392.91314818,3918.9213220215,52.992025413,3.1221513706,0,50.0661103415,14599.0817815155,0,0,0,0,-6.9814965101,0,0,0,14599.0817815155,-10770.3935112472,-3.9588169681,-3.8629520346,-3.7033223147,-2.1204523856,-3.2511519509,0,0,0,0
1971-03-14,0,276431.327910201,4038.4147620215,51.7808419115,2.0405458409,0,49.8685503147,14541.4740510694,0,0,0,0,-7.7391801314,0,0,0,14541.4740510694,-10820.2620615619,-3.9642107415,-3.8693687725,-3.713250814,-2.1518367698,-3.2720369714,0,0,0,0
1971-03-15,0,280404.087187069,3972.7592768683,50.9193154996,1.3336404404,0,49.6694982418,14483.4312458486,0,0,0,0,-8.3733069789,0,0,0,14483.4312458486,-10869.9315598037,-3.9696452507,-3.875833972,-3.723254297,-2.1834581804,-3.2930797233,0,0,0,0
1971-03-16,0,284312.329811733,3908.2426246636,50.2861507715,0.8716279676,0,49.4693071581,14425.056309519,0,0,0,0,-8.9056291716,0,0,0,14425.056309519,-10919.4008669617,-3.9751108571,-3.8823361666,-3.7333150217,-2.2152605343,-3.3142428855,0,0,0,0
1971-03-17,0,287927.051143147,3614.7213314139,49.8021346609,0.5696702732,0,49.2682698222,14366.4346093763,0,0,0,0,-9.3534303206,0,0,0,14366.4346093763,-10968.6691367839,-3.9805995678,-3.8888658473,-3.7434182753,-2.2471973237,-3.3354955091,0,0,0,0
1971-03-18,21.6302314311,291391.793526337,3572.2709842163,56.4397241927,7.8656712364,0,49.0684332826,14308.1630567519,0,21.6302314311,0,1.7211675424,-9.2031193417,0,0,0,14308.1630567519,-11017.7375700665,-3.9860554944,-3.8953565262,-3.7534611822,-2.2789433547,-3.3566211907,0,0,0,0
1971-03-19,0,294860.096827079,3468.3033007422,53.6854161902,5.1407702004,0,48.8677583566,14249.6470338867,0,0,0,0,-9.6482645086,0,0,0,14249.6470338867,-11066.6053284231,-3.9915343106,-3.9018744359,-3.7635462226,-2.3108225717,-3.3778355022,0,0,0,0
1971-03-20,26.1920214985,298012.412058125,3303.7166041773,60.3208365304,12.433545953,0,48.6687751223,14191.6243017268,0,26.1920214985,0,2.3666053708,-9.3539570377,0,0,0,14191.6243017268,-11115.2741035454,-3.9969669404,-3.9083373996,-3.7735462461,-2.3424330466,-3.3988709768,0,0,0,0
1971-03-21,63.8293777976,301016.888953096,3400.7758578033,76.8124273584,30.2385814328,0,48.4744287629,14134.9536641357,0,63.8293777976,0,6.1316593698,-8.1962088282,0,0,0,14134.9536641357,-11163.7485323082,-4.0022729744,-3.9146497578,-3.7833132406,-2.3733069076,-3.4194162651,0,0,0,0
1971-03-22,69.3301564207,303663.231547206,3109.7926215773,89.3136482475,43.7810586074,0,48.2843565765,14079.5293586601,0,69.3301564207,0,7.0998161124,-7.1399488991,0,0,0,14079.5293586601,-11212.0328888847,-4.0074623152,-3.9208232911,-3.7928654339,-2.4035017735,-3.43950971,0,0,0,0
